1700550931.923162,10.0.0.6:54860,0,4230,8457,8386
1700550931.975890,10.0.0.6:54864,0,3196,8452,8406
1700550931.982661,10.0.0.6:54862,458,1185,458,8393
1700550931.983135,10.0.0.6:54860,0,4230,8457,8386
1700550932.029997,10.0.0.6:54864,0,3196,8452,8406
1700550932.035177,10.0.0.6:54862,916,2101,916,8393
1700550932.035555,10.0.0.6:54860,0,4230,8457,8386
1700550932.079973,10.0.0.6:54864,0,3196,8452,8406
1700550932.089499,10.0.0.6:54862,916,2101,916,8393
1700550932.090099,10.0.0.6:54860,0,4230,8457,8386
1700550932.131587,10.0.0.6:54864,0,3196,8452,8406
1700550932.141252,10.0.0.6:54862,1832,3933,1832,8393
1700550932.141647,10.0.0.6:54860,0,4230,8457,8386
1700550932.200736,10.0.0.6:54864,0,3196,8452,8406
1700550932.207955,10.0.0.6:54862,142,4075,3664,8393
1700550932.208283,10.0.0.6:54860,0,4230,8457,8386
1700550932.272109,10.0.0.6:54864,0,3196,8452,8406
1700550932.278517,10.0.0.6:54862,142,4075,3664,8393
1700550932.278862,10.0.0.6:54860,0,4230,8457,8386
1700550932.320712,10.0.0.6:54864,0,3196,8452,8406
1700550932.327690,10.0.0.6:54862,0,4075,7328,8393
1700550932.328204,10.0.0.6:54860,0,4230,8457,8386
1700550932.367682,10.0.0.6:54864,0,3196,8452,8406
1700550932.374083,10.0.0.6:54862,0,4075,7328,8393
1700550932.374412,10.0.0.6:54860,0,4230,8457,8386
1700550932.414787,10.0.0.6:54864,0,3196,8452,8406
1700550932.422183,10.0.0.6:54862,0,4075,8537,8393
1700550932.422485,10.0.0.6:54860,0,4230,8457,8386
1700550932.460755,10.0.0.6:54864,0,3196,8452,8406
1700550932.471973,10.0.0.6:54862,0,4075,8537,8393
1700550932.472341,10.0.0.6:54860,0,4230,8457,8386
1700550932.508398,10.0.0.6:54864,0,3196,8452,8406
1700550932.515235,10.0.0.6:54862,0,4075,8537,8393
1700550932.515548,10.0.0.6:54860,0,4230,8457,8386
1700550932.549408,10.0.0.6:54864,0,3196,8452,8406
1700550932.557332,10.0.0.6:54862,0,4075,8537,8393
1700550932.557652,10.0.0.6:54860,0,4230,8457,8386
1700550932.608359,10.0.0.6:54864,0,3196,8452,8406
1700550932.612852,10.0.0.6:54862,0,4075,8537,8393
1700550932.613424,10.0.0.6:54860,0,4230,8457,8386
1700550932.663940,10.0.0.6:54864,0,3196,8452,8406
1700550932.671343,10.0.0.6:54862,0,4075,8537,8393
1700550932.672089,10.0.0.6:54860,790,5020,1410,5921
1700550932.725793,10.0.0.6:54864,87,3283,225,5918
1700550932.740679,10.0.0.6:54862,90,4165,361,5977
1700550932.741014,10.0.0.6:54860,200,5220,238,5921
1700550932.788510,10.0.0.6:54864,87,3283,225,5918
1700550932.792590,10.0.0.6:54862,90,4165,361,5977
1700550932.793308,10.0.0.6:54860,200,5220,238,5921
1700550932.858740,10.0.0.6:54864,228,3511,2027,5918
1700550932.861546,10.0.0.6:54862,0,4165,5977,5977
1700550932.861870,10.0.0.6:54860,1,5221,1,5921
1700550932.918705,10.0.0.6:54864,0,3511,5918,5918
1700550932.928058,10.0.0.6:54862,0,4165,5977,5977
1700550932.929639,10.0.0.6:54860,2,5223,2,5921
1700550932.988233,10.0.0.6:54864,0,3511,5918,5918
1700550932.989587,10.0.0.6:54862,0,4165,5977,5977
1700550932.989939,10.0.0.6:54860,2,5223,2,5921
1700550933.042015,10.0.0.6:54864,0,3511,5918,5918
1700550933.046193,10.0.0.6:54862,0,4165,5977,5977
1700550933.046501,10.0.0.6:54860,4,5227,4,5921
1700550933.105508,10.0.0.6:54864,0,3511,5918,5918
1700550933.109387,10.0.0.6:54862,0,4165,5977,5977
1700550933.111199,10.0.0.6:54860,4,5227,4,5921
1700550933.171274,10.0.0.6:54864,0,3511,5918,5918
1700550933.179147,10.0.0.6:54862,0,4165,5977,5977
1700550933.179489,10.0.0.6:54860,8,5235,8,5921
1700550933.218229,10.0.0.6:54864,0,3511,5918,5918
1700550933.229371,10.0.0.6:54862,0,4165,5977,5977
1700550933.229808,10.0.0.6:54860,16,5251,16,5921
1700550933.271391,10.0.0.6:54864,0,3511,5918,5918
1700550933.279407,10.0.0.6:54862,0,4165,5977,5977
1700550933.279733,10.0.0.6:54860,16,5251,16,5921
1700550933.317490,10.0.0.6:54864,0,3511,5918,5918
1700550933.331713,10.0.0.6:54862,0,4165,5977,5977
1700550933.332234,10.0.0.6:54860,32,5283,32,5921
1700550933.374100,10.0.0.6:54864,0,3511,5918,5918
1700550933.379189,10.0.0.6:54862,0,4165,5977,5977
1700550933.379527,10.0.0.6:54860,32,5283,32,5921
1700550933.448823,10.0.0.6:54864,0,3511,5918,5918
1700550933.454436,10.0.0.6:54862,0,4165,5977,5977
1700550933.454847,10.0.0.6:54860,64,5347,64,5921
1700550933.519825,10.0.0.6:54864,0,3511,5918,5918
1700550933.520788,10.0.0.6:54862,0,4165,5977,5977
1700550933.521378,10.0.0.6:54860,64,5347,64,5921
1700550933.594118,10.0.0.6:54864,0,3511,5918,5918
1700550933.599538,10.0.0.6:54862,0,4165,5977,5977
1700550933.600041,10.0.0.6:54860,128,5475,128,5921
1700550933.662074,10.0.0.6:54864,0,3511,5918,5918
1700550933.667388,10.0.0.6:54862,0,4165,5977,5977
1700550933.667759,10.0.0.6:54860,256,5731,256,5921
1700550933.726750,10.0.0.6:54864,0,3511,5918,5918
1700550933.734340,10.0.0.6:54862,0,4165,5977,5977
1700550933.734781,10.0.0.6:54860,512,6243,512,5921
1700550933.790077,10.0.0.6:54864,0,3511,5918,5918
1700550933.800828,10.0.0.6:54862,0,4165,5977,5977
1700550933.801203,10.0.0.6:54860,512,6243,512,5921
1700550933.861888,10.0.0.6:54864,0,3511,5918,5918
1700550933.864701,10.0.0.6:54862,0,4165,5977,5977
1700550933.865229,10.0.0.6:54860,147,6390,1024,5921
1700550933.923025,10.0.0.6:54864,0,3511,5918,5918
1700550933.924761,10.0.0.6:54862,0,4165,5977,5977
1700550933.925342,10.0.0.6:54860,147,6390,1024,5921
1700550933.978179,10.0.0.6:54864,0,3511,5918,5918
1700550933.984150,10.0.0.6:54862,0,4165,5977,5977
1700550933.984472,10.0.0.6:54860,0,6390,2048,5921
1700550934.025471,10.0.0.6:54864,0,3511,5918,5918
1700550934.040430,10.0.0.6:54862,0,4165,5977,5977
1700550934.040759,10.0.0.6:54860,0,6390,4096,5921
1700550934.100404,10.0.0.6:54864,0,3511,5918,5918
1700550934.101066,10.0.0.6:54862,0,4165,5977,5977
1700550934.101369,10.0.0.6:54860,0,6390,4096,5921
1700550934.146092,10.0.0.6:54864,0,3511,5918,5918
1700550934.160303,10.0.0.6:54862,0,4165,5977,5977
1700550934.161098,10.0.0.6:54860,0,6390,6034,5921
1700550934.202616,10.0.0.6:54864,0,3511,5918,5918
1700550934.215956,10.0.0.6:54862,0,4165,5977,5977
1700550934.216536,10.0.0.6:54860,0,6390,6034,5921
1700550934.267213,10.0.0.6:54864,56,3567,175,4143
1700550934.267873,10.0.0.6:54862,73,4238,209,4185
1700550934.268204,10.0.0.6:54860,0,6390,6036,5921
1700550934.318183,10.0.0.6:54864,56,3567,175,4143
1700550934.318753,10.0.0.6:54862,73,4238,209,4185
1700550934.319065,10.0.0.6:54860,0,6390,6036,5921
1700550934.362330,10.0.0.6:54864,664,4231,1397,4143
1700550934.377756,10.0.0.6:54862,107,4345,1352,4185
1700550934.378441,10.0.0.6:54860,111,6501,111,4226
1700550934.410739,10.0.0.6:54864,664,4231,1397,4143
1700550934.415764,10.0.0.6:54862,107,4345,1352,4185
1700550934.416206,10.0.0.6:54860,111,6501,111,4226
1700550934.470248,10.0.0.6:54864,0,4231,803,4143
1700550934.470816,10.0.0.6:54862,5,4350,65,2930
1700550934.471119,10.0.0.6:54860,637,7138,1699,4226
1700550934.506938,10.0.0.6:54864,0,4231,803,4143
1700550934.512462,10.0.0.6:54862,5,4350,65,2930
1700550934.512892,10.0.0.6:54860,637,7138,1699,4226
1700550934.564209,10.0.0.6:54864,1,4232,1,4143
1700550934.564832,10.0.0.6:54862,66,4416,66,2930
1700550934.565202,10.0.0.6:54860,0,7138,29,4226
1700550934.613275,10.0.0.6:54864,1,4232,1,4143
1700550934.627973,10.0.0.6:54862,66,4416,66,2930
1700550934.628648,10.0.0.6:54860,0,7138,29,4226
1700550934.681891,10.0.0.6:54864,351,4583,351,4143
1700550934.689746,10.0.0.6:54862,66,4482,66,2930
1700550934.690065,10.0.0.6:54860,1,7139,1,4226
1700550934.727346,10.0.0.6:54864,702,5285,702,4143
1700550934.740463,10.0.0.6:54862,66,4482,66,2930
1700550934.740859,10.0.0.6:54860,2,7141,2,4226
1700550934.798491,10.0.0.6:54864,702,5285,702,4143
1700550934.813912,10.0.0.6:54862,69,4551,69,2930
1700550934.814252,10.0.0.6:54860,2,7141,2,4226
1700550934.857295,10.0.0.6:54864,341,5626,1404,4143
1700550934.857903,10.0.0.6:54862,66,4617,66,2930
1700550934.858193,10.0.0.6:54860,4,7145,4,4226
1700550934.914849,10.0.0.6:54864,341,5626,1404,4143
1700550934.918921,10.0.0.6:54862,66,4617,66,2930
1700550934.919235,10.0.0.6:54860,4,7145,4,4226
1700550934.967615,10.0.0.6:54864,0,5626,1746,4143
1700550934.981408,10.0.0.6:54862,66,4683,66,2930
1700550934.981914,10.0.0.6:54860,4,7145,4,4226
1700550935.026271,10.0.0.6:54864,1,5627,1,1222
1700550935.027270,10.0.0.6:54862,66,4683,66,2930
1700550935.027633,10.0.0.6:54860,4,7145,4,4226
1700550935.061582,10.0.0.6:54864,1,5627,1,1222
1700550935.074923,10.0.0.6:54862,66,4749,66,2930
1700550935.076079,10.0.0.6:54860,4,7145,4,4226
1700550935.122163,10.0.0.6:54864,6,5633,6,1222
1700550935.123017,10.0.0.6:54862,66,4749,66,2930
1700550935.123340,10.0.0.6:54860,4,7145,4,4226
1700550935.175148,10.0.0.6:54864,6,5633,6,1222
1700550935.176935,10.0.0.6:54862,66,4815,66,2930
1700550935.178692,10.0.0.6:54860,4,7145,4,4226
1700550935.214464,10.0.0.6:54864,12,5645,12,1222
1700550935.221364,10.0.0.6:54862,66,4815,66,2930
1700550935.221700,10.0.0.6:54860,4,7145,4,4226
1700550935.269064,10.0.0.6:54864,12,5645,12,1222
1700550935.272957,10.0.0.6:54862,66,4815,66,2930
1700550935.273273,10.0.0.6:54860,4,7145,4,4226
1700550935.311445,10.0.0.6:54864,12,5645,12,1222
1700550935.324965,10.0.0.6:54862,66,4881,66,2930
1700550935.325882,10.0.0.6:54860,1,7146,1,2
1700550935.361023,10.0.0.6:54864,12,5645,12,1222
1700550935.366766,10.0.0.6:54862,66,4947,66,2930
1700550935.367076,10.0.0.6:54860,1,7146,1,2
1700550935.404320,10.0.0.6:54864,12,5645,12,1222
1700550935.409897,10.0.0.6:54862,66,4947,66,2930
1700550935.410417,10.0.0.6:54860,1,7146,1,2
1700550935.459762,10.0.0.6:54864,12,5645,12,1222
1700550935.460658,10.0.0.6:54862,66,4947,66,2930
1700550935.461404,10.0.0.6:54860,0,7146,9,4226
1700550935.510752,10.0.0.6:54864,12,5645,12,1222
1700550935.512819,10.0.0.6:54862,66,5013,66,2930
1700550935.513197,10.0.0.6:54860,0,7146,9,4226
1700550935.557659,10.0.0.6:54864,12,5645,12,1222
1700550935.564207,10.0.0.6:54862,66,5013,66,2930
1700550935.564547,10.0.0.6:54860,0,7146,9,4226
1700550935.629405,10.0.0.6:54864,12,5645,12,1222
1700550935.637198,10.0.0.6:54862,66,5073,66,2930
1700550935.637555,10.0.0.6:54860,0,7146,9,4226
1700550935.684276,10.0.0.6:54864,12,5645,12,1222
1700550935.687684,10.0.0.6:54862,66,5073,66,2930
1700550935.688020,10.0.0.6:54860,0,7146,9,4226
1700550935.731951,10.0.0.6:54864,12,5645,12,1222
1700550935.735808,10.0.0.6:54862,66,5139,66,2930
1700550935.736111,10.0.0.6:54860,0,7146,9,4226
1700550935.787795,10.0.0.6:54864,12,5645,12,1222
1700550935.788524,10.0.0.6:54862,66,5139,66,2930
1700550935.788844,10.0.0.6:54860,0,7146,9,4226
1700550935.845832,10.0.0.6:54864,12,5645,12,1222
1700550935.846829,10.0.0.6:54862,66,5205,66,2930
1700550935.847365,10.0.0.6:54860,0,7146,9,4226
1700550935.908591,10.0.0.6:54864,12,5645,12,1222
1700550935.909704,10.0.0.6:54862,65,5270,66,2930
1700550935.910092,10.0.0.6:54860,0,7146,9,4226
1700550935.963897,10.0.0.6:54864,1,5646,1,8
1700550935.976683,10.0.0.6:54862,65,5270,66,2930
1700550935.977571,10.0.0.6:54860,0,7146,9,4226
1700550936.006289,10.0.0.6:54864,0,5646,25,1222
1700550936.013707,10.0.0.6:54862,0,5270,2930,2930
1700550936.014099,10.0.0.6:54860,0,7146,9,4226
1700550936.045711,10.0.0.6:54864,0,5646,25,1222
1700550936.047213,10.0.0.6:54862,0,5270,2930,2930
1700550936.047569,10.0.0.6:54860,0,7146,9,4226
1700550936.073420,10.0.0.6:54864,0,5646,25,1222
1700550936.074720,10.0.0.6:54862,0,5270,2930,2930
1700550936.075629,10.0.0.6:54860,0,7146,9,4226
1700550936.110713,10.0.0.6:54864,0,5646,25,1222
1700550936.114329,10.0.0.6:54862,0,5270,2930,2930
1700550936.114735,10.0.0.6:54860,0,7146,9,4226
1700550936.145486,10.0.0.6:54864,0,5646,25,1222
1700550936.146995,10.0.0.6:54862,9,5279,9,2051
1700550936.147335,10.0.0.6:54860,0,7146,9,4226
1700550936.172218,10.0.0.6:54864,0,5646,25,1222
1700550936.172915,10.0.0.6:54862,9,5279,9,2051
1700550936.173214,10.0.0.6:54860,0,7146,9,4226
1700550936.212405,10.0.0.6:54864,0,5646,25,1222
1700550936.215134,10.0.0.6:54862,9,5279,9,2051
1700550936.215686,10.0.0.6:54860,0,7146,9,4226
1700550936.246831,10.0.0.6:54864,0,5646,25,1222
1700550936.247651,10.0.0.6:54862,14,5293,14,2051
1700550936.247940,10.0.0.6:54860,0,7146,9,4226
1700550936.285812,10.0.0.6:54864,0,5646,25,1222
1700550936.286750,10.0.0.6:54862,14,5293,14,2051
1700550936.287248,10.0.0.6:54860,1,7147,1,6
1700550936.312872,10.0.0.6:54864,0,5646,25,1222
1700550936.313718,10.0.0.6:54862,14,5293,14,2051
1700550936.314031,10.0.0.6:54860,1,7147,1,6
1700550936.344015,10.0.0.6:54864,0,5646,25,1222
1700550936.345804,10.0.0.6:54862,14,5293,14,2051
1700550936.346213,10.0.0.6:54860,1,7147,1,6
1700550936.379043,10.0.0.6:54864,0,5646,25,1222
1700550936.380686,10.0.0.6:54862,20,5313,20,2051
1700550936.381094,10.0.0.6:54860,0,7147,2,6
1700550936.411691,10.0.0.6:54864,0,5646,25,1222
1700550936.413308,10.0.0.6:54862,20,5313,20,2051
1700550936.413685,10.0.0.6:54860,0,7147,2,6
1700550936.447016,10.0.0.6:54864,0,5646,25,1222
1700550936.447903,10.0.0.6:54862,20,5313,20,2051
1700550936.448225,10.0.0.6:54860,0,7147,2,6
1700550936.479919,10.0.0.6:54864,0,5646,25,1222
1700550936.480863,10.0.0.6:54862,13,5326,13,2051
1700550936.481430,10.0.0.6:54860,2,7149,2,6
1700550936.506438,10.0.0.6:54864,0,5646,25,1222
1700550936.507157,10.0.0.6:54862,13,5326,13,2051
1700550936.507651,10.0.0.6:54860,2,7149,2,6
1700550936.537543,10.0.0.6:54864,0,5646,25,1222
1700550936.538328,10.0.0.6:54862,13,5326,13,2051
1700550936.538672,10.0.0.6:54860,2,7149,2,6
1700550936.580176,10.0.0.6:54864,0,5646,25,1222
1700550936.582942,10.0.0.6:54862,21,5347,21,2051
1700550936.583294,10.0.0.6:54860,4,7153,4,6
1700550936.619642,10.0.0.6:54864,0,5646,25,1222
1700550936.620921,10.0.0.6:54862,21,5347,21,2051
1700550936.621359,10.0.0.6:54860,4,7153,4,6
1700550936.664046,10.0.0.6:54864,0,5646,25,1222
1700550936.665029,10.0.0.6:54862,21,5347,21,2051
1700550936.665501,10.0.0.6:54860,4,7153,4,6
1700550936.707349,10.0.0.6:54864,0,5646,25,1222
1700550936.709966,10.0.0.6:54862,14,5361,14,2051
1700550936.711569,10.0.0.6:54860,6,7159,6,6
1700550936.742396,10.0.0.6:54864,0,5646,25,1222
1700550936.744333,10.0.0.6:54862,14,5361,14,2051
1700550936.745378,10.0.0.6:54860,6,7159,6,6
1700550936.780080,10.0.0.6:54864,0,5646,25,1222
1700550936.782061,10.0.0.6:54862,14,5361,14,2051
1700550936.782512,10.0.0.6:54860,6,7159,6,6
1700550936.815980,10.0.0.6:54864,0,5646,25,1222
1700550936.817197,10.0.0.6:54862,10,5371,10,2051
1700550936.817712,10.0.0.6:54860,6,7165,6,6
1700550936.847420,10.0.0.6:54864,0,5646,25,1222
1700550936.848249,10.0.0.6:54862,10,5371,10,2051
1700550936.848563,10.0.0.6:54860,6,7165,6,6
1700550936.877397,10.0.0.6:54864,0,5646,25,1222
1700550936.879696,10.0.0.6:54862,10,5371,10,2051
1700550936.882418,10.0.0.6:54860,6,7165,6,6
1700550936.907944,10.0.0.6:54864,0,5646,25,1222
1700550936.910264,10.0.0.6:54862,16,5387,16,2051
1700550936.911886,10.0.0.6:54860,6,7171,6,6
1700550936.937932,10.0.0.6:54864,0,5646,25,1222
1700550936.938702,10.0.0.6:54862,16,5387,16,2051
1700550936.939076,10.0.0.6:54860,6,7171,6,6
1700550936.966539,10.0.0.6:54864,0,5646,25,1222
1700550936.967310,10.0.0.6:54862,16,5387,16,2051
1700550936.967604,10.0.0.6:54860,6,7171,6,6
1700550936.998176,10.0.0.6:54864,0,5646,25,1222
1700550936.998976,10.0.0.6:54862,17,5404,17,2051
1700550936.999271,10.0.0.6:54860,6,7177,6,6
1700550937.023750,10.0.0.6:54864,0,5646,25,1222
1700550937.031536,10.0.0.6:54862,17,5404,17,2051
1700550937.032185,10.0.0.6:54860,6,7177,6,6
1700550937.063295,10.0.0.6:54864,0,5646,25,1222
1700550937.065055,10.0.0.6:54862,17,5404,17,2051
1700550937.065411,10.0.0.6:54860,6,7177,6,6
1700550937.103160,10.0.0.6:54864,0,5646,25,1222
1700550937.104140,10.0.0.6:54862,12,5416,13,2051
1700550937.104626,10.0.0.6:54860,6,7183,6,6
1700550937.137996,10.0.0.6:54864,0,5646,25,1222
1700550937.138913,10.0.0.6:54862,12,5416,13,2051
1700550937.139246,10.0.0.6:54860,6,7183,6,6
1700550937.168872,10.0.0.6:54864,0,5646,25,1222
1700550937.169938,10.0.0.6:54862,12,5416,13,2051
1700550937.170382,10.0.0.6:54860,6,7183,6,6
1700550937.203476,10.0.0.6:54864,0,5646,25,1222
1700550937.204290,10.0.0.6:54862,0,5416,2051,2051
1700550937.204621,10.0.0.6:54860,6,7189,6,6
1700550937.232454,10.0.0.6:54864,0,5646,25,1222
1700550937.233244,10.0.0.6:54862,0,5416,2051,2051
1700550937.233585,10.0.0.6:54860,6,7189,6,6
1700550937.261328,10.0.0.6:54864,0,5646,25,1222
1700550937.262767,10.0.0.6:54862,0,5416,2051,2051
1700550937.263220,10.0.0.6:54860,6,7189,6,6
1700550937.291712,10.0.0.6:54864,1,5647,1,17
1700550937.293919,10.0.0.6:54862,0,5416,2051,2051
1700550937.294358,10.0.0.6:54860,6,7195,6,6
1700550937.319057,10.0.0.6:54864,1,5647,1,17
1700550937.319808,10.0.0.6:54862,0,5416,2051,2051
1700550937.320128,10.0.0.6:54860,6,7195,6,6
1700550937.347391,10.0.0.6:54864,1,5647,1,17
1700550937.348367,10.0.0.6:54862,0,5416,2051,2051
1700550937.348669,10.0.0.6:54860,6,7195,6,6
1700550937.375866,10.0.0.6:54864,1,5647,1,17
1700550937.377824,10.0.0.6:54862,0,5416,2051,2051
1700550937.378220,10.0.0.6:54860,6,7195,6,6
1700550937.411294,10.0.0.6:54864,0,5647,2,17
1700550937.415115,10.0.0.6:54862,0,5416,2051,2051
1700550937.415450,10.0.0.6:54860,6,7201,6,6
1700550937.448013,10.0.0.6:54864,0,5647,2,17
1700550937.448840,10.0.0.6:54862,0,5416,2051,2051
1700550937.449361,10.0.0.6:54860,6,7201,6,6
1700550937.483465,10.0.0.6:54864,0,5647,2,17
1700550937.484269,10.0.0.6:54862,0,5416,2051,2051
1700550937.484583,10.0.0.6:54860,6,7201,6,6
1700550937.521970,10.0.0.6:54864,2,5649,2,17
1700550937.522895,10.0.0.6:54862,0,5416,2064,2051
1700550937.523273,10.0.0.6:54860,6,7201,6,6
1700550937.563274,10.0.0.6:54864,2,5649,2,17
1700550937.565125,10.0.0.6:54862,0,5416,2064,2051
1700550937.565540,10.0.0.6:54860,6,7201,6,6
1700550937.598242,10.0.0.6:54864,2,5649,2,17
1700550937.600185,10.0.0.6:54862,0,5416,2064,2051
1700550937.600527,10.0.0.6:54860,6,7201,6,6
1700550937.634321,10.0.0.6:54864,4,5653,4,17
1700550937.635144,10.0.0.6:54862,0,5416,2076,2051
1700550937.635512,10.0.0.6:54860,6,7201,6,6
1700550937.674221,10.0.0.6:54864,4,5653,4,17
1700550937.677110,10.0.0.6:54862,0,5416,2076,2051
1700550937.677693,10.0.0.6:54860,6,7201,6,6
1700550937.707314,10.0.0.6:54864,4,5653,4,17
1700550937.708860,10.0.0.6:54862,0,5416,2076,2051
1700550937.709487,10.0.0.6:54860,6,7201,6,6
1700550937.745564,10.0.0.6:54864,8,5661,8,17
1700550937.747023,10.0.0.6:54862,0,5416,2089,2051
1700550937.747350,10.0.0.6:54860,6,7201,6,6
1700550937.775534,10.0.0.6:54864,8,5661,8,17
1700550937.777251,10.0.0.6:54862,0,5416,2089,2051
1700550937.778314,10.0.0.6:54860,6,7201,6,6
1700550937.812155,10.0.0.6:54864,8,5661,8,17
1700550937.813912,10.0.0.6:54862,0,5416,2089,2051
1700550937.814303,10.0.0.6:54860,6,7201,6,6
1700550937.845705,10.0.0.6:54864,16,5677,16,17
1700550937.847035,10.0.0.6:54862,0,5416,2101,2051
1700550937.848592,10.0.0.6:54860,6,7201,6,6
1700550937.879443,10.0.0.6:54864,16,5677,16,17
1700550937.881176,10.0.0.6:54862,0,5416,2101,2051
1700550937.881498,10.0.0.6:54860,6,7201,6,6
1700550937.918053,10.0.0.6:54864,17,5694,17,17
1700550937.919611,10.0.0.6:54862,0,5416,2113,2051
1700550937.920019,10.0.0.6:54860,6,7201,6,6
1700550937.956073,10.0.0.6:54864,17,5694,17,17
1700550937.957985,10.0.0.6:54862,0,5416,2113,2051
1700550937.958719,10.0.0.6:54860,6,7201,6,6
1700550937.990022,10.0.0.6:54864,17,5694,17,17
1700550937.997669,10.0.0.6:54862,0,5416,2113,2051
1700550937.997988,10.0.0.6:54860,6,7201,6,6
1700550938.025529,10.0.0.6:54864,18,5712,18,17
1700550938.027258,10.0.0.6:54862,0,5416,2125,2051
1700550938.027576,10.0.0.6:54860,6,7201,6,6
1700550938.058942,10.0.0.6:54864,18,5712,18,17
1700550938.061137,10.0.0.6:54862,0,5416,2125,2051
1700550938.061507,10.0.0.6:54860,6,7201,6,6
1700550938.091212,10.0.0.6:54864,18,5712,18,17
1700550938.097370,10.0.0.6:54862,0,5416,2125,2051
1700550938.097573,10.0.0.6:54860,6,7201,6,6
1700550938.126128,10.0.0.6:54864,19,5731,19,17
1700550938.128954,10.0.0.6:54862,0,5416,2125,2051
1700550938.129361,10.0.0.6:54860,6,7201,6,6
1700550938.159147,10.0.0.6:54864,19,5731,19,17
1700550938.161022,10.0.0.6:54862,0,5416,2125,2051
1700550938.161405,10.0.0.6:54860,6,7201,6,6
1700550938.188594,10.0.0.6:54864,19,5731,19,17
1700550938.191471,10.0.0.6:54862,0,5416,2125,2051
1700550938.191946,10.0.0.6:54860,1,7202,1,4
1700550938.238141,10.0.0.6:54864,20,5751,20,17
1700550938.244144,10.0.0.6:54862,0,5416,2137,2051
1700550938.244800,10.0.0.6:54860,1,7202,1,4
1700550938.289659,10.0.0.6:54864,20,5751,20,17
1700550938.298368,10.0.0.6:54862,0,5416,2137,2051
1700550938.298750,10.0.0.6:54860,1,7202,1,4
1700550938.336838,10.0.0.6:54864,21,5772,21,17
1700550938.337659,10.0.0.6:54862,0,5416,2147,2051
1700550938.337969,10.0.0.6:54860,0,7202,6,6
1700550938.363044,10.0.0.6:54864,21,5772,21,17
1700550938.365202,10.0.0.6:54862,0,5416,2147,2051
1700550938.365599,10.0.0.6:54860,0,7202,6,6
1700550938.394921,10.0.0.6:54864,21,5772,21,17
1700550938.396590,10.0.0.6:54862,0,5416,2147,2051
1700550938.396931,10.0.0.6:54860,0,7202,6,6
1700550938.424520,10.0.0.6:54864,22,5794,22,17
1700550938.425366,10.0.0.6:54862,0,5416,2147,2051
1700550938.425734,10.0.0.6:54860,0,7202,6,6
1700550938.462526,10.0.0.6:54864,22,5794,22,17
1700550938.464216,10.0.0.6:54862,0,5416,2158,2051
1700550938.464601,10.0.0.6:54860,0,7202,6,6
1700550938.494435,10.0.0.6:54864,22,5794,22,17
1700550938.496070,10.0.0.6:54862,0,5416,2158,2051
1700550938.496595,10.0.0.6:54860,0,7202,6,6
1700550938.525429,10.0.0.6:54864,23,5817,23,17
1700550938.527281,10.0.0.6:54862,0,5416,2158,2051
1700550938.527623,10.0.0.6:54860,0,7202,6,6
1700550938.552991,10.0.0.6:54864,23,5817,23,17
1700550938.553681,10.0.0.6:54862,0,5416,2169,2051
1700550938.553995,10.0.0.6:54860,0,7202,6,6
1700550938.584155,10.0.0.6:54864,23,5817,23,17
1700550938.586700,10.0.0.6:54862,0,5416,2169,2051
1700550938.587122,10.0.0.6:54860,0,7202,6,6
